film_id,title,category,rating,length,rental_duration,rental_rate,replacement_cost,stars
17,"Alone Trip",Music,R,82,3,0.99,14.99,"Woody Jolie"
17,"Alone Trip",Music,R,82,3,0.99,14.99,"Spencer Depp"
17,"Alone Trip",Music,R,82,3,0.99,14.99,"Chris Depp"
17,"Alone Trip",Music,R,82,3,0.99,14.99,"Laurence Bullock"
17,"Alone Trip",Music,R,82,3,0.99,14.99,"Renee Ball"
18,"Alter Victory",Animation,PG-13,57,6,0.99,27.99,"Reese Kilmer"
18,"Alter Victory",Animation,PG-13,57,6,0.99,27.99,"Jada Ryder"
18,"Alter Victory",Animation,PG-13,57,6,0.99,27.99,"Angela Witherspoon"
18,"Alter Victory",Animation,PG-13,57,6,0.99,27.99,"Oprah Kilmer"
19,"Amadeus Holy",Action,PG,113,6,0.99,20.99,"Johnny Lollobrigida"
19,"Amadeus Holy",Action,PG,113,6,0.99,20.99,"Julia Mcqueen"
19,"Amadeus Holy",Action,PG,113,6,0.99,20.99,"Val Bolger"
19,"Amadeus Holy",Action,PG,113,6,0.99,20.99,"Kirk Jovovich"
19,"Amadeus Holy",Action,PG,113,6,0.99,20.99,"James Pitt"
19,"Amadeus Holy",Action,PG,113,6,0.99,20.99,"Penelope Cronyn"
20,"Amelie Hellfighters",Music,R,79,4,4.99,23.99,"Carmen Hunt"
20,"Amelie Hellfighters",Music,R,79,4,4.99,23.99,"Walter Torn"
20,"Amelie Hellfighters",Music,R,79,4,4.99,23.99,"Ed Mansfield"
20,"Amelie Hellfighters",Music,R,79,4,4.99,23.99,"Ewan Gooding"
20,"Amelie Hellfighters",Music,R,79,4,4.99,23.99,"Ian Tandy"
20,"Amelie Hellfighters",Music,R,79,4,4.99,23.99,"Laura Brody"
21,"American Circus",Action,R,129,3,4.99,17.99,"Kevin Bloom"
21,"American Circus",Action,R,129,3,4.99,17.99,"Rip Crawford"
21,"American Circus",Action,R,129,3,4.99,17.99,"Sidney Crowe"
21,"American Circus",Action,R,129,3,4.99,17.99,"Warren Jackman"
21,"American Circus",Action,R,129,3,4.99,17.99,"Frances Tomei"
22,"Amistad Midsummer",New,G,85,6,2.99,10.99,"Cary Mcconaughey"
22,"Amistad Midsummer",New,G,85,6,2.99,10.99,"Daryl Wahlberg"
22,"Amistad Midsummer",New,G,85,6,2.99,10.99,"Salma Nolte"
22,"Amistad Midsummer",New,G,85,6,2.99,10.99,"Scarlett Bening"
23,"Anaconda Confessions",Animation,R,92,3,0.99,9.99,"Penelope Guiness"
23,"Anaconda Confessions",Animation,R,92,3,0.99,9.99,"Jennifer Davis"
23,"Anaconda Confessions",Animation,R,92,3,0.99,9.99,"Elvis Marx"
23,"Anaconda Confessions",Animation,R,92,3,0.99,9.99,"Jayne Nolte"
23,"Anaconda Confessions",Animation,R,92,3,0.99,9.99,"Humphrey Willis"
24,"Analyze Hoosiers",Horror,R,181,6,2.99,19.99,"Tom Mckellen"
24,"Analyze Hoosiers",Horror,R,181,6,2.99,19.99,"Tom Miranda"
24,"Analyze Hoosiers",Horror,R,181,6,2.99,19.99,"Jessica Bailey"
24,"Analyze Hoosiers",Horror,R,181,6,2.99,19.99,"Greta Malden"
24,"Analyze Hoosiers",Horror,R,181,6,2.99,19.99,"Ed Guiness"
25,"Angels Life",New,G,74,3,2.99,15.99,"Penelope Guiness"
25,"Angels Life",New,G,74,3,2.99,15.99,"Jennifer Davis"
25,"Angels Life",New,G,74,3,2.99,15.99,"Grace Mostel"
25,"Angels Life",New,G,74,3,2.99,15.99,"Julia Barrymore"
25,"Angels Life",New,G,74,3,2.99,15.99,"Christopher Berry"
25,"Angels Life",New,G,74,3,2.99,15.99,"Ed Mansfield"
25,"Angels Life",New,G,74,3,2.99,15.99,"Nick Degeneres"
25,"Angels Life",New,G,74,3,2.99,15.99,"Laurence Bullock"
25,"Angels Life",New,G,74,3,2.99,15.99,"Renee Ball"
26,"Annie Identity",Sci-Fi,G,86,3,0.99,15.99,"Adam Grant"
26,"Annie Identity",Sci-Fi,G,86,3,0.99,15.99,"Cate Mcqueen"
26,"Annie Identity",Sci-Fi,G,86,3,0.99,15.99,"Greta Keitel"
27,"Anonymous Human",Sports,NC-17,179,7,0.99,12.99,"Grace Mostel"
27,"Anonymous Human",Sports,NC-17,179,7,0.99,12.99,"Fay Kilmer"
27,"Anonymous Human",Sports,NC-17,179,7,0.99,12.99,"Jim Mostel"
27,"Anonymous Human",Sports,NC-17,179,7,0.99,12.99,"Susan Davis"
27,"Anonymous Human",Sports,NC-17,179,7,0.99,12.99,"Whoopi Hurt"
27,"Anonymous Human",Sports,NC-17,179,7,0.99,12.99,"Emily Dee"
27,"Anonymous Human",Sports,NC-17,179,7,0.99,12.99,"Meryl Gibson"
27,"Anonymous Human",Sports,NC-17,179,7,0.99,12.99,"Mena Hopper"
27,"Anonymous Human",Sports,NC-17,179,7,0.99,12.99,"Ed Guiness"
28,"Anthem Luke",Comedy,PG-13,91,5,4.99,16.99,"Milla Keitel"
28,"Anthem Luke",Comedy,PG-13,91,5,4.99,16.99,"Oprah Kilmer"
29,"Antitrust Tomatoes",Action,NC-17,168,5,2.99,11.99,"Bette Nicholson"
29,"Antitrust Tomatoes",Action,NC-17,168,5,2.99,11.99,"Uma Wood"
29,"Antitrust Tomatoes",Action,NC-17,168,5,2.99,11.99,"Sidney Crowe"
29,"Antitrust Tomatoes",Action,NC-17,168,5,2.99,11.99,"Salma Nolte"
29,"Antitrust Tomatoes",Action,NC-17,168,5,2.99,11.99,"William Hackman"
29,"Antitrust Tomatoes",Action,NC-17,168,5,2.99,11.99,"Renee Ball"
29,"Antitrust Tomatoes",Action,NC-17,168,5,2.99,11.99,"Reese West"
30,"Anything Savannah",Horror,R,82,4,2.99,27.99,"Joe Swank"
30,"Anything Savannah",Horror,R,82,4,2.99,27.99,"Christopher West"
30,"Anything Savannah",Horror,R,82,4,2.99,27.99,"Lisa Monroe"
31,"Apache Divine",Family,NC-17,92,5,4.99,16.99,"Nick Wahlberg"
31,"Apache Divine",Family,NC-17,92,5,4.99,16.99,"Cuba Olivier"
31,"Apache Divine",Family,NC-17,92,5,4.99,16.99,"Anne Cronyn"
31,"Apache Divine",Family,NC-17,92,5,4.99,16.99,"Henry Berry"
32,"Apocalypse Flamingos",New,R,119,6,4.99,11.99,"Mae Hoffman"
32,"Apocalypse Flamingos",New,R,119,6,4.99,11.99,"Vivien Basinger"
32,"Apocalypse Flamingos",New,R,119,6,4.99,11.99,"Oprah Kilmer"
32,"Apocalypse Flamingos",New,R,119,6,4.99,11.99,"Will Wilson"
32,"Apocalypse Flamingos",New,R,119,6,4.99,11.99,"Russell Close"
33,"Apollo Teen",Drama,PG-13,153,5,2.99,15.99,"Mae Hoffman"
33,"Apollo Teen",Drama,PG-13,153,5,2.99,15.99,"Woody Jolie"
33,"Apollo Teen",Drama,PG-13,153,5,2.99,15.99,"Ed Mansfield"
33,"Apollo Teen",Drama,PG-13,153,5,2.99,15.99,"Albert Johansson"
33,"Apollo Teen",Drama,PG-13,153,5,2.99,15.99,"Oprah Kilmer"
33,"Apollo Teen",Drama,PG-13,153,5,2.99,15.99,"Mena Hopper"
33,"Apollo Teen",Drama,PG-13,153,5,2.99,15.99,"Jeff Silverstone"
33,"Apollo Teen",Drama,PG-13,153,5,2.99,15.99,"Debbie Akroyd"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Karl Berry"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Rip Crawford"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Julia Mcqueen"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Johnny Cage"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Jude Cruise"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Sean Williams"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Burt Posey"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Walter Torn"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Russell Bacall"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Frances Tomei"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Greta Malden"
34,"Arabia Dogma",Horror,NC-17,62,6,0.99,29.99,"Lisa Monroe"
35,"Arachnophobia Rollercoaster",Horror,PG-13,147,4,2.99,24.99,"Grace Mostel"
35,"Arachnophobia Rollercoaster",Horror,PG-13,147,4,2.99,24.99,"Judy Dean"
35,"Arachnophobia Rollercoaster",Horror,PG-13,147,4,2.99,24.99,"Daryl Wahlberg"
35,"Arachnophobia Rollercoaster",Horror,PG-13,147,4,2.99,24.99,"Morgan Hopkins"
35,"Arachnophobia Rollercoaster",Horror,PG-13,147,4,2.99,24.99,"Cuba Allen"
35,"Arachnophobia Rollercoaster",Horror,PG-13,147,4,2.99,24.99,"Rita Reynolds"
35,"Arachnophobia Rollercoaster",Horror,PG-13,147,4,2.99,24.99,"Ewan Gooding"
35,"Arachnophobia Rollercoaster",Horror,PG-13,147,4,2.99,24.99,"Humphrey Garland"
36,"Argonauts Town",Animation,PG-13,127,7,0.99,12.99,"Julia Barrymore"
36,"Argonauts Town",Animation,PG-13,127,7,0.99,12.99,"Gary Penn"
36,"Argonauts Town",Animation,PG-13,127,7,0.99,12.99,"Gene Willis"
36,"Argonauts Town",Animation,PG-13,127,7,0.99,12.99,"Dan Streep"
36,"Argonauts Town",Animation,PG-13,127,7,0.99,12.99,"Kevin Garland"
37,"Arizona Bang",Classics,PG,121,3,2.99,28.99,"Karl Berry"
37,"Arizona Bang",Classics,PG,121,3,2.99,28.99,"Ray Johansson"
37,"Arizona Bang",Classics,PG,121,3,2.99,28.99,"Russell Bacall"
37,"Arizona Bang",Classics,PG,121,3,2.99,28.99,"Greta Keitel"
38,"Ark Ridgemont",Action,NC-17,68,6,0.99,25.99,"Parker Goldberg"
38,"Ark Ridgemont",Action,NC-17,68,6,0.99,25.99,"Nick Degeneres"
38,"Ark Ridgemont",Action,NC-17,68,6,0.99,25.99,"Audrey Bailey"
39,"Armageddon Lost",Sci-Fi,G,99,5,0.99,10.99,"Angela Hudson"
39,"Armageddon Lost",Sci-Fi,G,99,5,0.99,10.99,"James Pitt"
39,"Armageddon Lost",Sci-Fi,G,99,5,0.99,10.99,"Penelope Cronyn"
39,"Armageddon Lost",Sci-Fi,G,99,5,0.99,10.99,"Cuba Allen"
39,"Armageddon Lost",Sci-Fi,G,99,5,0.99,10.99,"Kim Allen"
39,"Armageddon Lost",Sci-Fi,G,99,5,0.99,10.99,"Gene Mckellen"
39,"Armageddon Lost",Sci-Fi,G,99,5,0.99,10.99,"Gregory Gooding"
40,"Army Flintstones",Documentary,R,148,4,0.99,22.99,"Ed Chase"
40,"Army Flintstones",Documentary,R,148,4,0.99,22.99,"Cary Mcconaughey"
40,"Army Flintstones",Documentary,R,148,4,0.99,22.99,"Mae Hoffman"
40,"Army Flintstones",Documentary,R,148,4,0.99,22.99,"Gene Willis"
40,"Army Flintstones",Documentary,R,148,4,0.99,22.99,"Penelope Cronyn"
40,"Army Flintstones",Documentary,R,148,4,0.99,22.99,"Matthew Carrey"
40,"Army Flintstones",Documentary,R,148,4,0.99,22.99,"Russell Close"
41,"Arsenic Independence",Travel,PG,137,4,0.99,17.99,"Cuba Allen"
41,"Arsenic Independence",Travel,PG,137,4,0.99,17.99,"Rita Reynolds"
41,"Arsenic Independence",Travel,PG,137,4,0.99,17.99,"Oprah Kilmer"
42,"Artist Coldblooded",Sports,NC-17,170,5,2.99,10.99,"Ed Chase"
42,"Artist Coldblooded",Sports,NC-17,170,5,2.99,10.99,"Sandra Kilmer"
42,"Artist Coldblooded",Sports,NC-17,170,5,2.99,10.99,"Kirk Jovovich"
42,"Artist Coldblooded",Sports,NC-17,170,5,2.99,10.99,"Jayne Neeson"
42,"Artist Coldblooded",Sports,NC-17,170,5,2.99,10.99,"Sidney Crowe"
42,"Artist Coldblooded",Sports,NC-17,170,5,2.99,10.99,"Renee Tracy"
42,"Artist Coldblooded",Sports,NC-17,170,5,2.99,10.99,"Meryl Allen"
43,"Atlantis Cause",Family,G,170,6,2.99,15.99,"Woody Hoffman"
43,"Atlantis Cause",Family,G,170,6,2.99,15.99,"Audrey Olivier"
43,"Atlantis Cause",Family,G,170,6,2.99,15.99,"Julianne Dench"
43,"Atlantis Cause",Family,G,170,6,2.99,15.99,"Frances Tomei"
43,"Atlantis Cause",Family,G,170,6,2.99,15.99,"Greta Keitel"
43,"Atlantis Cause",Family,G,170,6,2.99,15.99,"Cate Harris"
43,"Atlantis Cause",Family,G,170,6,2.99,15.99,"Chris Depp"
43,"Atlantis Cause",Family,G,170,6,2.99,15.99,"Harvey Hope"
43,"Atlantis Cause",Family,G,170,6,2.99,15.99,"Cuba Birch"
44,"Attacks Hate",Sci-Fi,PG-13,113,5,4.99,21.99,"Dan Torn"
44,"Attacks Hate",Sci-Fi,PG-13,113,5,4.99,21.99,"Milla Keitel"
44,"Attacks Hate",Sci-Fi,PG-13,113,5,4.99,21.99,"Groucho Dunst"
44,"Attacks Hate",Sci-Fi,PG-13,113,5,4.99,21.99,"Burt Temple"
45,"Attraction Newton",New,PG-13,83,5,4.99,14.99,"Uma Wood"
45,"Attraction Newton",New,PG-13,83,5,4.99,14.99,"Rip Winslet"
45,"Attraction Newton",New,PG-13,83,5,4.99,14.99,"Gary Penn"
45,"Attraction Newton",New,PG-13,83,5,4.99,14.99,"Christopher West"
46,"Autumn Crow",Games,G,108,3,4.99,13.99,"Dustin Tautou"
46,"Autumn Crow",Games,G,108,3,4.99,13.99,"Angela Hudson"
46,"Autumn Crow",Games,G,108,3,4.99,13.99,"James Pitt"
47,"Baby Hall",Foreign,NC-17,153,5,4.99,23.99,"Nick Wahlberg"
47,"Baby Hall",Foreign,NC-17,153,5,4.99,23.99,"Matthew Johansson"
47,"Baby Hall",Foreign,NC-17,153,5,4.99,23.99,"Charlize Dench"
47,"Baby Hall",Foreign,NC-17,153,5,4.99,23.99,"Daryl Wahlberg"
47,"Baby Hall",Foreign,NC-17,153,5,4.99,23.99,"Kevin Garland"
47,"Baby Hall",Foreign,NC-17,153,5,4.99,23.99,"River Dean"
47,"Baby Hall",Foreign,NC-17,153,5,4.99,23.99,"Minnie Kilmer"
47,"Baby Hall",Foreign,NC-17,153,5,4.99,23.99,"Vivien Basinger"
48,"Backlash Undefeated",Children,PG-13,118,3,4.99,24.99,"Christian Akroyd"
48,"Backlash Undefeated",Children,PG-13,118,3,4.99,24.99,"Spencer Peck"
48,"Backlash Undefeated",Children,PG-13,118,3,4.99,24.99,"Christopher Berry"
48,"Backlash Undefeated",Children,PG-13,118,3,4.99,24.99,"Sylvester Dern"
48,"Backlash Undefeated",Children,PG-13,118,3,4.99,24.99,"Dan Streep"
48,"Backlash Undefeated",Children,PG-13,118,3,4.99,24.99,"Kevin Garland"
48,"Backlash Undefeated",Children,PG-13,118,3,4.99,24.99,"Jane Jackman"
49,"Badman Dawn",Sci-Fi,R,162,6,2.99,22.99,"Ben Willis"
49,"Badman Dawn",Sci-Fi,R,162,6,2.99,22.99,"Harrison Bale"
49,"Badman Dawn",Sci-Fi,R,162,6,2.99,22.99,"Cuba Allen"
49,"Badman Dawn",Sci-Fi,R,162,6,2.99,22.99,"Warren Jackman"
49,"Badman Dawn",Sci-Fi,R,162,6,2.99,22.99,"Greta Keitel"
49,"Badman Dawn",Sci-Fi,R,162,6,2.99,22.99,"Olympia Pfeiffer"
49,"Badman Dawn",Sci-Fi,R,162,6,2.99,22.99,"Alan Dreyfuss"
49,"Badman Dawn",Sci-Fi,R,162,6,2.99,22.99,"Thora Temple"
50,"Baked Cleopatra",Family,G,182,3,2.99,20.99,"Michelle Mcconaughey"
51,"Balloon Homeward",Music,NC-17,75,5,2.99,10.99,"Parker Goldberg"
51,"Balloon Homeward",Music,NC-17,75,5,2.99,10.99,"Mena Temple"
51,"Balloon Homeward",Music,NC-17,75,5,2.99,10.99,"Gary Penn"
51,"Balloon Homeward",Music,NC-17,75,5,2.99,10.99,"Richard Penn"
51,"Balloon Homeward",Music,NC-17,75,5,2.99,10.99,"Renee Ball"
51,"Balloon Homeward",Music,NC-17,75,5,2.99,10.99,"Rock Dukakis"
52,"Ballroom Mockingbird",Foreign,G,173,6,0.99,29.99,"Judy Dean"
52,"Ballroom Mockingbird",Foreign,G,173,6,0.99,29.99,"Adam Grant"
52,"Ballroom Mockingbird",Foreign,G,173,6,0.99,29.99,"Ben Willis"
52,"Ballroom Mockingbird",Foreign,G,173,6,0.99,29.99,"Daryl Wahlberg"
52,"Ballroom Mockingbird",Foreign,G,173,6,0.99,29.99,"Harrison Bale"
52,"Ballroom Mockingbird",Foreign,G,173,6,0.99,29.99,"Lucille Dee"
52,"Ballroom Mockingbird",Foreign,G,173,6,0.99,29.99,"Gene Mckellen"
53,"Bang Kwai",Family,NC-17,87,5,2.99,25.99,"Bette Nicholson"
53,"Bang Kwai",Family,NC-17,87,5,2.99,25.99,"Sandra Peck"
53,"Bang Kwai",Family,NC-17,87,5,2.99,25.99,"Julia Barrymore"
53,"Bang Kwai",Family,NC-17,87,5,2.99,25.99,"Michelle Mcconaughey"
53,"Bang Kwai",Family,NC-17,87,5,2.99,25.99,"Walter Torn"
53,"Bang Kwai",Family,NC-17,87,5,2.99,25.99,"Russell Temple"
53,"Bang Kwai",Family,NC-17,87,5,2.99,25.99,"Fay Wood"
54,"Banger Pinocchio",Music,R,113,5,0.99,15.99,"Johnny Lollobrigida"
54,"Banger Pinocchio",Music,R,113,5,0.99,15.99,"Lucille Tracy"
54,"Banger Pinocchio",Music,R,113,5,0.99,15.99,"Dustin Tautou"
54,"Banger Pinocchio",Music,R,113,5,0.99,15.99,"Jayne Neeson"
54,"Banger Pinocchio",Music,R,113,5,0.99,15.99,"Gene Willis"
54,"Banger Pinocchio",Music,R,113,5,0.99,15.99,"Audrey Bailey"
55,"Barbarella Streetcar",Sci-Fi,G,65,6,2.99,27.99,"Mary Tandy"
55,"Barbarella Streetcar",Sci-Fi,G,65,6,2.99,27.99,"Cuba Allen"
55,"Barbarella Streetcar",Sci-Fi,G,65,6,2.99,27.99,"Nick Degeneres"
55,"Barbarella Streetcar",Sci-Fi,G,65,6,2.99,27.99,"Alan Dreyfuss"
55,"Barbarella Streetcar",Sci-Fi,G,65,6,2.99,27.99,"Gene Mckellen"
56,"Barefoot Manchurian",Action,G,129,6,2.99,15.99,"Jennifer Davis"
56,"Barefoot Manchurian",Action,G,129,6,2.99,15.99,"Elvis Marx"
56,"Barefoot Manchurian",Action,G,129,6,2.99,15.99,"Milla Peck"
56,"Barefoot Manchurian",Action,G,129,6,2.99,15.99,"Kirk Jovovich"
56,"Barefoot Manchurian",Action,G,129,6,2.99,15.99,"Daryl Crawford"
56,"Barefoot Manchurian",Action,G,129,6,2.99,15.99,"Ed Mansfield"
56,"Barefoot Manchurian",Action,G,129,6,2.99,15.99,"Morgan Williams"
56,"Barefoot Manchurian",Action,G,129,6,2.99,15.99,"Will Wilson"
57,"Basic Easy",Travel,PG-13,90,4,2.99,18.99,"Jessica Bailey"
57,"Basic Easy",Travel,PG-13,90,4,2.99,18.99,"Penelope Monroe"
57,"Basic Easy",Travel,PG-13,90,4,2.99,18.99,"Greta Keitel"
57,"Basic Easy",Travel,PG-13,90,4,2.99,18.99,"Ewan Gooding"
57,"Basic Easy",Travel,PG-13,90,4,2.99,18.99,"Emily Dee"
57,"Basic Easy",Travel,PG-13,90,4,2.99,18.99,"Groucho Williams"
58,"Beach Heartbreakers",Documentary,G,122,6,2.99,16.99,"Woody Hoffman"
58,"Beach Heartbreakers",Documentary,G,122,6,2.99,16.99,"Nick Stallone"
